"uri","movie","year","star"
"http://dbpedia.org/resource/A_Blood_Pledge","A Blood Pledge","2009 films","Son Eun-seo"
"http://dbpedia.org/resource/The_Linguists","The Linguists","2008 films","K. David Harrison"
"http://dbpedia.org/resource/Winter_in_Wartime_(film)","Winter in Wartime (film)","2008 films","Yorick van Wageningen"
"http://dbpedia.org/resource/32A","32A","2007 films","Jared Harris"
"http://dbpedia.org/resource/A_Fox's_Tale","A Fox's Tale","2008 films","Sienna Miller"
"http://dbpedia.org/resource/A_Aa_E_Ee_(2009_Tamil_film)","A Aa E Ee (2009 Tamil film)","2009 films","Prabhu Ganesan"
"http://dbpedia.org/resource/16_to_Life","16 to Life","2009 films","Mandy Musgrave"
"http://dbpedia.org/resource/The_Assassin_of_the_Tsar","The Assassin of the Tsar","1991 films","Malcolm McDowell"
"http://dbpedia.org/resource/Winter_in_Wartime_(film)","Winter in Wartime (film)","2008 films","Jamie Campbell Bower"
"http://dbpedia.org/resource/A_Fox's_Tale","A Fox's Tale","2008 films","Matthew McNulty"
"http://dbpedia.org/resource/The_Stoneman_Murders","The Stoneman Murders","2009 films","Arbaaz Khan (Indian actor)"
"http://dbpedia.org/resource/16_to_Life","16 to Life","2009 films","Theresa Russell"
"http://dbpedia.org/resource/The_Assassin_of_the_Tsar","The Assassin of the Tsar","1991 films","Oleg Yankovsky"
"http://dbpedia.org/resource/32A","32A","2007 films","Orla Brady"
"http://dbpedia.org/resource/99_(2009_film)","99 (2009 film)","2009 films","Soha Ali Khan"
"http://dbpedia.org/resource/The_Combination_(film)","The Combination (film)","2009 films","Clare Bowen"
"http://dbpedia.org/resource/68_Pages","68 Pages","2007 films","Joy Sengupta"
"http://dbpedia.org/resource/The_Return_of_the_Musketeers,_or_The_Treasures_of_Cardinal_Mazarin","The Return of the Musketeers, or The Treasures of Cardinal Mazarin","2009 films","Mikhail Boyarsky"
"http://dbpedia.org/resource/32A","32A","2007 films","Aidan Quinn"
"http://dbpedia.org/resource/31_North_62_East","31 North 62 East","2009 films","John Rhys-Davies"
"http://dbpedia.org/resource/A_Aa_E_Ee_(2009_Tamil_film)","A Aa E Ee (2009 Tamil film)","2009 films","Monica (actress)"
"http://dbpedia.org/resource/2001_Maniacs:_Field_of_Screams","2001 Maniacs: Field of Screams","2010 films","Bill Moseley"
"http://dbpedia.org/resource/16_to_Life","16 to Life","2009 films","Hallee Hirsh"
"http://dbpedia.org/resource/99_(2009_film)","99 (2009 film)","2009 films","Mahesh Manjrekar"
"http://dbpedia.org/resource/31_North_62_East","31 North 62 East","2009 films","Marina Sirtis"
"http://dbpedia.org/resource/The_Damned_Rain","The Damned Rain","2009 films","Sonali Kulkarni"
"http://dbpedia.org/resource/Snowmen_(film)","Snowmen (film)","2010 films","Ray Liotta"
"http://dbpedia.org/resource/A_Fox's_Tale","A Fox's Tale","2008 films","Bill Nighy"
"http://dbpedia.org/resource/A_Fox's_Tale","A Fox's Tale","2008 films","Clemency Burton-Hill"
"http://dbpedia.org/resource/The_Stoneman_Murders","The Stoneman Murders","2009 films","Kay Kay Menon"
"http://dbpedia.org/resource/16_to_Life","16 to Life","2009 films","Shiloh Fernandez"
"http://dbpedia.org/resource/The_Stoneman_Murders","The Stoneman Murders","2009 films","Rukhsaar Rehman"
"http://dbpedia.org/resource/The_Linguists","The Linguists","2008 films","Gregory Anderson (linguist)"
"http://dbpedia.org/resource/Air_Doll","Air Doll","2009 films","Arata (actor)"
"http://dbpedia.org/resource/American_Harmony","American Harmony","2009 films","Joe Connelly (musician)"
"http://dbpedia.org/resource/American_Harmony","American Harmony","2009 films","Max Q (quartet)"
"http://dbpedia.org/resource/Agyaat","Agyaat","2009 films","Gautam Rode"
"http://dbpedia.org/resource/Adam's_Wall","Adam's Wall","2008 films","Jesse Aaron Dwyre"
"http://dbpedia.org/resource/Alien_Trespass","Alien Trespass","2009 films","Jody Thompson"
"http://dbpedia.org/resource/Adultery_Addiction:_Sensual_Daze","Adultery Addiction: Sensual Daze","2007 films","Sakurako Kaoru"
"http://dbpedia.org/resource/American_Scary","American Scary","2006 films","John Zacherle"
"http://dbpedia.org/resource/Alien_Trespass","Alien Trespass","2009 films","Robert Patrick"
"http://dbpedia.org/resource/Alien_Raiders","Alien Raiders","2008 films","Bonita Friedericy"
"http://dbpedia.org/resource/Always_Zoku_Sanchōme_no_Yūhi","Always Zoku Sanchōme no Yūhi","2007 films","Maki Horikita"
"http://dbpedia.org/resource/Alien_Raiders","Alien Raiders","2008 films","Rockmond Dunbar"
"http://dbpedia.org/resource/Air_Doll","Air Doll","2009 films","Bae Doona"
"http://dbpedia.org/resource/Adam's_Wall","Adam's Wall","2008 films","Maxim Roy"
"http://dbpedia.org/resource/Always_Zoku_Sanchōme_no_Yūhi","Always Zoku Sanchōme no Yūhi","2007 films","Shinichi Tsutsumi"
"http://dbpedia.org/resource/Alien_Trespass","Alien Trespass","2009 films","Sarah Smyth"
"http://dbpedia.org/resource/Aladin_(film)","Aladin (film)","2009 films","Amitabh Bachchan"
"http://dbpedia.org/resource/Act_of_God_(film)","Act of God (film)","2009 films","Paul Auster"
"http://dbpedia.org/resource/Alien_Trespass","Alien Trespass","2009 films","Eric McCormack"
"http://dbpedia.org/resource/A_Touch_of_Grey","A Touch of Grey","2009 films","Maria del Mar (actress)"
"http://dbpedia.org/resource/Aladin_(film)","Aladin (film)","2009 films","Sanjay Dutt"
"http://dbpedia.org/resource/Alien_Trespass","Alien Trespass","2009 films","Jenni Baird"
"http://dbpedia.org/resource/Acid_Factory","Acid Factory","2009 films","Aftab Shivdasani"
"http://dbpedia.org/resource/Always_Zoku_Sanchōme_no_Yūhi","Always Zoku Sanchōme no Yūhi","2007 films","Hiroko Yakushimaru"
"http://dbpedia.org/resource/A_Rózsa_énekei","A Rózsa énekei","2003 films","Ildikó Bánsági"
"http://dbpedia.org/resource/Always_Zoku_Sanchōme_no_Yūhi","Always Zoku Sanchōme no Yūhi","2007 films","Koyuki"
"http://dbpedia.org/resource/A_Swedish_Love_Story","A Swedish Love Story","1970 films","Rolf Sohlman"
"http://dbpedia.org/resource/Aladin_(film)","Aladin (film)","2009 films","Ritesh Deshmukh"
"http://dbpedia.org/resource/Acid_Factory","Acid Factory","2009 films","Danny Denzongpa"
"http://dbpedia.org/resource/Adam's_Wall","Adam's Wall","2008 films","Tyrone Benskin"
"http://dbpedia.org/resource/Alien_Trespass","Alien Trespass","2009 films","Dan Lauria"
"http://dbpedia.org/resource/Acid_Factory","Acid Factory","2009 films","Dino Morea"
"http://dbpedia.org/resource/American_Scary","American Scary","2006 films","Ernie Anderson"
"http://dbpedia.org/resource/American_Harmony","American Harmony","2009 films","Vocal Spectrum"
"http://dbpedia.org/resource/American_Harmony","American Harmony","2009 films","OC Times"
"http://dbpedia.org/resource/Alien_Raiders","Alien Raiders","2008 films","Jeffrey Licon"
"http://dbpedia.org/resource/Aladin_(film)","Aladin (film)","2009 films","Jacqueline Fernandez"
"http://dbpedia.org/resource/Alien_Abduction_(2005_film)","Alien Abduction (2005 film)","2005 films","Griff Furst"
"http://dbpedia.org/resource/Air_Doll","Air Doll","2009 films","Itsuji Itao"
"http://dbpedia.org/resource/Alien_Abduction_(2005_film)","Alien Abduction (2005 film)","2005 films","Lola Forsberg"
"http://dbpedia.org/resource/Alien_Raiders","Alien Raiders","2008 films","Carlos Bernard"
"http://dbpedia.org/resource/A_Swedish_Love_Story","A Swedish Love Story","1970 films","Ann-Sofie Kylin"
"http://dbpedia.org/resource/Always_Zoku_Sanchōme_no_Yūhi","Always Zoku Sanchōme no Yūhi","2007 films","Hidetaka Yoshioka"
"http://dbpedia.org/resource/Always_Zoku_Sanchōme_no_Yūhi","Always Zoku Sanchōme no Yūhi","2007 films","Tomokazu Miura"
"http://dbpedia.org/resource/Adventurer's_Fate","Adventurer's Fate","1958 films","Jose Mojica Marins"
"http://dbpedia.org/resource/Alien_Raiders","Alien Raiders","2008 films","Mathew St. Patrick"
"http://dbpedia.org/resource/Adopted_(film)","Adopted (film)","2009 films","Pauly Shore"
"http://dbpedia.org/resource/Acid_Factory","Acid Factory","2009 films","Dia Mirza"
"http://dbpedia.org/resource/Accident_(2009_film)","Accident (2009 film)","2009 films","Louis Koo"
"http://dbpedia.org/resource/American_Scary","American Scary","2006 films","Maila Nurmi"
"http://dbpedia.org/resource/Amar_a_morir","Amar a morir","2009 films","Martina García"
"http://dbpedia.org/resource/A_Very_Christmas_Story","A Very Christmas Story","2000 films","Jan Englert"
"http://dbpedia.org/resource/Acid_Factory","Acid Factory","2009 films","Manoj Bajpayee"
"http://dbpedia.org/resource/Ambleton_Delight","Ambleton Delight","2009 films","Brian Capron"
"http://dbpedia.org/resource/Accident_(2009_film)","Accident (2009 film)","2009 films","Michelle Ye"
"http://dbpedia.org/resource/Adam's_Wall","Adam's Wall","2008 films","Paul Ahmarani"
"http://dbpedia.org/resource/Alien_Raiders","Alien Raiders","2008 films","Courtney Ford"
"http://dbpedia.org/resource/Acid_Factory","Acid Factory","2009 films","Fardeen Khan"
"http://dbpedia.org/resource/Acid_Factory","Acid Factory","2009 films","Irrfan Khan"
"http://dbpedia.org/resource/Almost_Love","Almost Love","2006 films","Kim Ha-neul"
"http://dbpedia.org/resource/Almost_Love","Almost Love","2006 films","Kwon Sang-woo"
"http://dbpedia.org/resource/Agyaat","Agyaat","2009 films","Priyanka Kothari"
"http://dbpedia.org/resource/Accident_(2009_film)","Accident (2009 film)","2009 films","Richie Jen"
"http://dbpedia.org/resource/A_Rózsa_énekei","A Rózsa énekei","2003 films","Franco Castellano"
"http://dbpedia.org/resource/Adam's_Wall","Adam's Wall","2008 films","Flavia Bechara"
"http://dbpedia.org/resource/Agyaat","Agyaat","2009 films","Nithiin"
"http://dbpedia.org/resource/A_Rózsa_énekei","A Rózsa énekei","2003 films","Djoko Rosic"
"http://dbpedia.org/resource/Adventurer's_Fate","Adventurer's Fate","1958 films","Mário Lima"
"http://dbpedia.org/resource/Amanecer_(film)","Amanecer (film)","2009 films","Jessica Chapnik"
"http://dbpedia.org/resource/A_Touch_of_Grey","A Touch of Grey","2009 films","Kirsten Bishop"
"http://dbpedia.org/resource/An_American_Girl:_Chrissa_Stands_Strong","An American Girl: Chrissa Stands Strong","2009 films","Adair Tishler"
"http://dbpedia.org/resource/An_American_Girl:_Chrissa_Stands_Strong","An American Girl: Chrissa Stands Strong","2009 films","Kaitlyn Dever"
"http://dbpedia.org/resource/An_American_Girl:_Chrissa_Stands_Strong","An American Girl: Chrissa Stands Strong","2009 films","Sammi Hanratty"
"http://dbpedia.org/resource/An_Inconvenient_Tax","An Inconvenient Tax","2010 films","Ron Paul"
"http://dbpedia.org/resource/April_Showers_(2009_film)","April Showers (2009 film)","2009 films","Kelly Blatz"
"http://dbpedia.org/resource/Angel_John","Angel John","2009 films","Mohanlal"
"http://dbpedia.org/resource/April_Showers_(2009_film)","April Showers (2009 film)","2009 films","Tom Arnold (actor)"
"http://dbpedia.org/resource/Artificially_Speaking","Artificially Speaking","2009 films","Alan Sues"
"http://dbpedia.org/resource/An_Inconvenient_Tax","An Inconvenient Tax","2010 films","Noam Chomsky"
"http://dbpedia.org/resource/April_Showers_(2009_film)","April Showers (2009 film)","2009 films","Daryl Sabara"
"http://dbpedia.org/resource/An_Inconvenient_Tax","An Inconvenient Tax","2010 films","David M. Walker (U.S. Comptroller General)"
"http://dbpedia.org/resource/April_Bride","April Bride","2009 films","Eita"
"http://dbpedia.org/resource/April_Bride","April Bride","2009 films","Nana Eikura"
"http://dbpedia.org/resource/April_Showers_(2009_film)","April Showers (2009 film)","2009 films","Ellen Woglom"
"http://dbpedia.org/resource/An_Inconvenient_Tax","An Inconvenient Tax","2010 films","Mike Huckabee"
"http://dbpedia.org/resource/Assault_in_the_Ring","Assault in the Ring","2008 films","Luis Resto (boxer)"
"http://dbpedia.org/resource/April_Showers_(2009_film)","April Showers (2009 film)","2009 films","Illeana Douglas"
"http://dbpedia.org/resource/Assault_in_the_Ring","Assault in the Ring","2008 films","Panama Lewis"
"http://dbpedia.org/resource/An_Inconvenient_Tax","An Inconvenient Tax","2010 films","Steve Forbes"
"http://dbpedia.org/resource/An_Inconvenient_Penguin","An Inconvenient Penguin","2008 films","Rasika Mathur"
"http://dbpedia.org/resource/Artificially_Speaking","Artificially Speaking","2009 films","Lou Wagner"
"http://dbpedia.org/resource/April_Showers_(2009_film)","April Showers (2009 film)","2009 films","Janel Parrish"
"http://dbpedia.org/resource/An_Inconvenient_Tax","An Inconvenient Tax","2010 films","Herman Cain"
"http://dbpedia.org/resource/Angel_John","Angel John","2009 films","Jagathy Sreekumar"
"http://dbpedia.org/resource/Angel_John","Angel John","2009 films","Salim Kumar"
"http://dbpedia.org/resource/An_Inconvenient_Penguin","An Inconvenient Penguin","2008 films","Jenny Mollen"
"http://dbpedia.org/resource/Angel_John","Angel John","2009 films","Baiju (actor)"
"http://dbpedia.org/resource/Angel_John","Angel John","2009 films","Shanthnoo Bhagyaraj"
"http://dbpedia.org/resource/Angel_John","Angel John","2009 films","Nithya Menon"
"http://dbpedia.org/resource/Afro_Samurai:_Resurrection","Afro Samurai: Resurrection",,"Samuel L. Jackson"
"http://dbpedia.org/resource/4th_and_Long","4th and Long",,"Bill Bates"
"http://dbpedia.org/resource/A_Muppets_Christmas:_Letters_to_Santa","A Muppets Christmas: Letters to Santa",,"Jane Krakowski"
"http://dbpedia.org/resource/Vikram_Aur_Betaal","Vikram Aur Betaal",,"Vikram Aur Betaal"
"http://dbpedia.org/resource/12/24_Karol_Bagh","12/24 Karol Bagh",,"12/24 Karol Bagh"
"http://dbpedia.org/resource/A_Series_of_Psychotic_Episodes","A Series of Psychotic Episodes",,"Dan Tetsell"
"http://dbpedia.org/resource/A_Great_Way_to_Care","A Great Way to Care",,"Edwin Siu"
"http://dbpedia.org/resource/The_Take_(TV_series)","The Take (TV series)",,"Kierston Wareing"
"http://dbpedia.org/resource/Atashinchi_no_Danshi","Atashinchi no Danshi",,"Osamu Mukai"
"http://dbpedia.org/resource/A_Series_of_Psychotic_Episodes","A Series of Psychotic Episodes",,"Pippa Evans"
"http://dbpedia.org/resource/Aashti","Aashti",,"Madiha Iftikhar"
"http://dbpedia.org/resource/The_Take_(TV_series)","The Take (TV series)",,"Shaun Evans"
"http://dbpedia.org/resource/Al_Borde_del_Deseo","Al Borde del Deseo",,"Sully Díaz"
"http://dbpedia.org/resource/Amor_en_custodia_(Mexican_telenovela)","Amor en custodia (Mexican telenovela)",,"Andrés Palacios"
"http://dbpedia.org/resource/10_Things_I_Hate_About_You_(TV_series)","10 Things I Hate About You (TV series)",,"Meaghan Martin"
"http://dbpedia.org/resource/Adik_Sa'Yo","Adik Sa'Yo",,"Jennica Garcia"
"http://dbpedia.org/resource/The_Beauty_of_the_Game","The Beauty of the Game",,"Kingdom Yuen"
"http://dbpedia.org/resource/Adik_Sa'Yo","Adik Sa'Yo",,"Jolina Magdangal"
"http://dbpedia.org/resource/A_Watchdog's_Tale","A Watchdog's Tale",,"Linda Chung"
"http://dbpedia.org/resource/Atashinchi_no_Danshi","Atashinchi no Danshi",,"Maki Horikita"
"http://dbpedia.org/resource/A_Bride_for_a_Ride","A Bride for a Ride",,"Sammul Chan"
"http://dbpedia.org/resource/The_Beauty_of_the_Game","The Beauty of the Game",,"Sharon Chan"
"http://dbpedia.org/resource/A_Great_Way_to_Care","A Great Way to Care",,"Aimee Chan"
"http://dbpedia.org/resource/$5_Cover","$5 Cover",,"Al Kapone"
"http://dbpedia.org/resource/The_Take_(TV_series)","The Take (TV series)",,"Hayley Angel Holt"
"http://dbpedia.org/resource/Adik_Sa'Yo","Adik Sa'Yo",,"Marvin Agustin"
"http://dbpedia.org/resource/A_Watchdog's_Tale","A Watchdog's Tale",,"Steven Ma"
"http://dbpedia.org/resource/50_Cent:_The_Money_and_the_Power","50 Cent: The Money and the Power",,"50 Cent"
"http://dbpedia.org/resource/10_Things_I_Hate_About_You_(TV_series)","10 Things I Hate About You (TV series)",,"Nicholas Braun"
"http://dbpedia.org/resource/Arka_Sokaklar","Arka Sokaklar",,"Zafer Ergin"
"http://dbpedia.org/resource/A_Lei_e_o_Crime","A Lei e o Crime",,"Francisca Queiroz"
"http://dbpedia.org/resource/Aashti","Aashti",,"Faisal Qureshi (actor)"
"http://dbpedia.org/resource/The_Brian_Jackson_Show","The Brian Jackson Show",,"George Young (actor)"
"http://dbpedia.org/resource/Alibaba_Aur_41_Chor","Alibaba Aur 41 Chor",,"John Abraham (actor)"
"http://dbpedia.org/resource/Afro_Samurai:_Resurrection","Afro Samurai: Resurrection",,"Lucy Liu"
"http://dbpedia.org/resource/$5_Cover","$5 Cover",,"Muck Sticky"
"http://dbpedia.org/resource/Andrew_Zimmern's_Bizarre_World","Andrew Zimmern's Bizarre World",,"Andrew Zimmern"
"http://dbpedia.org/resource/An_Invisible_Sign","An Invisible Sign",,"John Shea"
"http://dbpedia.org/resource/2_Days_&_1_Night","2 Days & 1 Night",,"Kim Joon-ho (comedian)"
"http://dbpedia.org/resource/Above_Suspicion_(TV_series)","Above Suspicion (TV series)",,"Ray Fearon"
"http://dbpedia.org/resource/Aashti","Aashti",,"Sajid Hasan"
"http://dbpedia.org/resource/Alphas_(TV_series)","Alphas (TV series)",,"David Strathairn"
"http://dbpedia.org/resource/Alien_Worlds_(radio)","Alien Worlds (radio)",,"Linda Gary"
"http://dbpedia.org/resource/10_Things_I_Hate_About_You_(TV_series)","10 Things I Hate About You (TV series)",,"Dana Davis"
"http://dbpedia.org/resource/A_Muppets_Christmas:_Letters_to_Santa","A Muppets Christmas: Letters to Santa",,"Madison Pettis"
"http://dbpedia.org/resource/A_Chip_Off_the_Old_Block","A Chip Off the Old Block",,"David Chiang"
"http://dbpedia.org/resource/A_Great_Way_to_Care","A Great Way to Care",,"Yoyo Mung"
"http://dbpedia.org/resource/A_Watchdog's_Tale","A Watchdog's Tale",,"Kent Cheng"
"http://dbpedia.org/resource/A_Muppets_Christmas:_Letters_to_Santa","A Muppets Christmas: Letters to Santa",,"The Muppets"
"http://dbpedia.org/resource/Alphas_(TV_series)","Alphas (TV series)",,"Erin Way"
"http://dbpedia.org/resource/Adik_Sa'Yo","Adik Sa'Yo",,"Dennis Trillo"
"http://dbpedia.org/resource/Vic_Reeves'_House_Arrest","Vic Reeves' House Arrest",,"Nancy Sorrell"
"http://dbpedia.org/resource/A_corazón_abierto_(telenovela)","A corazón abierto (telenovela)",,"Santiago Moure"
"http://dbpedia.org/resource/A_Series_of_Psychotic_Episodes","A Series of Psychotic Episodes",,"Geoffrey McGivern"
"http://dbpedia.org/resource/Vic_Reeves'_House_Arrest","Vic Reeves' House Arrest",,"Bob Mortimer"
"http://dbpedia.org/resource/Vic_Reeves'_House_Arrest","Vic Reeves' House Arrest",,"Vic Reeves"
"http://dbpedia.org/resource/10_Things_I_Hate_About_You_(TV_series)","10 Things I Hate About You (TV series)",,"Lindsey Shaw"
"http://dbpedia.org/resource/Alphas_(TV_series)","Alphas (TV series)",,"Malik Yoba"
"http://dbpedia.org/resource/2_Days_&_1_Night","2 Days & 1 Night",,"Jung Joon-young"
"http://dbpedia.org/resource/Aapki_Antara","Aapki Antara",,"Darshan Pandya"
"http://dbpedia.org/resource/10_Things_I_Hate_About_You_(TV_series)","10 Things I Hate About You (TV series)",,"Larry Miller (entertainer)"
"http://dbpedia.org/resource/Alibaba_Aur_41_Chor","Alibaba Aur 41 Chor",,"Raza Murad"
"http://dbpedia.org/resource/Argumental","Argumental",,"Rufus Hound"
"http://dbpedia.org/resource/$5_Cover","$5 Cover",,"Amy LaVere"
"http://dbpedia.org/resource/The_Beauty_of_the_Game","The Beauty of the Game",,"Lai Lok-yi"
"http://dbpedia.org/resource/Argumental","Argumental",,"Seann Walsh"
"http://dbpedia.org/resource/2_Days_&_1_Night","2 Days & 1 Night",,"Yoon Shi-yoon"
"http://dbpedia.org/resource/Specials_@_10","Specials @ 10",,"Bhanu Uday"
"http://dbpedia.org/resource/Alphas_(TV_series)","Alphas (TV series)",,"Ryan Cartwright"
