"uri","movie","year","star"
"http://dbpedia.org/resource/Mindwarp_(film)","Mindwarp (film)","1992 films","Marta Martin"
"http://dbpedia.org/resource/Michael_(1996_film)","Michael (1996 film)","1996 films","Jean Stapleton"
"http://dbpedia.org/resource/Maze_(film)","Maze (film)","2000 films","Laura Linney"
"http://dbpedia.org/resource/Monster_in_the_Closet","Monster in the Closet","1986 films","Howard Duff"
"http://dbpedia.org/resource/Memento_Mori_(film)","Memento Mori (film)","1999 films","Gong Hyo-jin"
"http://dbpedia.org/resource/Memento_Mori_(film)","Memento Mori (film)","1999 films","Park Ye-jin"
"http://dbpedia.org/resource/Minotaur,_the_Wild_Beast_of_Crete","Minotaur, the Wild Beast of Crete","1960 films","Bob Mathias"
"http://dbpedia.org/resource/Modus_Operandi_(film)","Modus Operandi (film)","2009 films","Danny Trejo"
"http://dbpedia.org/resource/Monster_in_the_Closet","Monster in the Closet","1986 films","Fergie (singer)"
"http://dbpedia.org/resource/Monster_in_the_Closet","Monster in the Closet","1986 films","Stella Stevens"
"http://dbpedia.org/resource/Miroslava_(film)","Miroslava (film)","1993 films","Arielle Dombasle"
"http://dbpedia.org/resource/Maze_(film)","Maze (film)","2000 films","Rob Morrow"
"http://dbpedia.org/resource/Michael_Clayton_(film)","Michael Clayton (film)","2007 films","George Clooney"
"http://dbpedia.org/resource/Minnie_and_Moskowitz","Minnie and Moskowitz","1971 films","John Cassavetes"
"http://dbpedia.org/resource/Monster_in_the_Closet","Monster in the Closet","1986 films","Paul Walker"
"http://dbpedia.org/resource/Michael_(2011_Indian_film)","Michael (2011 Indian film)","2011 films","Naseeruddin Shah"
"http://dbpedia.org/resource/Midaq_Alley_(film)","Midaq Alley (film)","1995 films","Bruno Bichir"
"http://dbpedia.org/resource/Michael_(1924_film)","Michael (1924 film)","1924 films","Benjamin Christensen"
"http://dbpedia.org/resource/Miroslava_(film)","Miroslava (film)","1993 films","Arleta Jeziorska"
"http://dbpedia.org/resource/Miroslava_(film)","Miroslava (film)","1993 films","Claudio Brook"
"http://dbpedia.org/resource/Minotaur_(film)","Minotaur (film)","2006 films","Tony Todd"
"http://dbpedia.org/resource/Minnie_and_Moskowitz","Minnie and Moskowitz","1971 films","Gena Rowlands"
"http://dbpedia.org/resource/Michael_Clayton_(film)","Michael Clayton (film)","2007 films","Tilda Swinton"
"http://dbpedia.org/resource/Momentum_(2015_film)","Momentum (2015 film)","2015 films","James Purefoy"
"http://dbpedia.org/resource/Modus_Operandi_(film)","Modus Operandi (film)","2009 films","Mark Metcalf"
"http://dbpedia.org/resource/Monster_in_the_Closet","Monster in the Closet","1986 films","Claude Akins"
"http://dbpedia.org/resource/Mindwarp_(film)","Mindwarp (film)","1992 films","Angus Scrimm"
"http://dbpedia.org/resource/Minnie_and_Moskowitz","Minnie and Moskowitz","1971 films","Timothy Carey"
"http://dbpedia.org/resource/Memento_Mori_(film)","Memento Mori (film)","1999 films","Lee Young-jin (actress)"
"http://dbpedia.org/resource/Modus_Operandi_(film)","Modus Operandi (film)","2009 films","Andrew Swant"
"http://dbpedia.org/resource/Modus_Operandi_(film)","Modus Operandi (film)","2009 films","Bobby Ciraldo"
"http://dbpedia.org/resource/Modus_Operandi_(film)","Modus Operandi (film)","2009 films","Barry Poltermann"
"http://dbpedia.org/resource/Mothra_vs._Godzilla","Mothra vs. Godzilla","1964 films","The Peanuts"
"http://dbpedia.org/resource/My_Best_Friend_(2006_film)","My Best Friend (2006 film)","2006 films","Julie Gayet"
"http://dbpedia.org/resource/Moulin_Rouge_(1928_film)","Moulin Rouge (1928 film)","1928 films","Eve Gray"
"http://dbpedia.org/resource/Morphine_(film)","Morphine (film)","2008 films","Leonid Bichevin"
"http://dbpedia.org/resource/Moulin_Rouge_(1952_film)","Moulin Rouge (1952 film)","1952 films","José Ferrer"
"http://dbpedia.org/resource/Morphine_(film)","Morphine (film)","2008 films","Ingeborga Dapkūnaitė"
"http://dbpedia.org/resource/Moulin_Rouge_(1928_film)","Moulin Rouge (1928 film)","1928 films","Marcel Vibert"
"http://dbpedia.org/resource/Mothra_vs._Godzilla","Mothra vs. Godzilla","1964 films","Akira Takarada"
"http://dbpedia.org/resource/Moulin_Rouge_(1928_film)","Moulin Rouge (1928 film)","1928 films","Jean Bradin"
"http://dbpedia.org/resource/Moulin_Rouge_(1952_film)","Moulin Rouge (1952 film)","1952 films","Zsa Zsa Gabor"
"http://dbpedia.org/resource/Morphine_(film)","Morphine (film)","2008 films","Andrei Panin"
"http://dbpedia.org/resource/Moulin_Rouge_(1952_film)","Moulin Rouge (1952 film)","1952 films","Suzanne Flon"
"http://dbpedia.org/resource/Mothra_vs._Godzilla","Mothra vs. Godzilla","1964 films","Yuriko Hoshi"
"http://dbpedia.org/resource/Mothra_vs._Godzilla","Mothra vs. Godzilla","1964 films","Hiroshi Koizumi"
"http://dbpedia.org/resource/Moulin_Rouge_(1928_film)","Moulin Rouge (1928 film)","1928 films","Olga Tschechowa"
"http://dbpedia.org/resource/Monsignor_Renard","Monsignor Renard",,"John Thaw"
"http://dbpedia.org/resource/Monsignor_Renard","Monsignor Renard",,"Cheryl Campbell"
"http://dbpedia.org/resource/Mila_(film)","Mila (film)",,"Maricel Soriano"
"http://dbpedia.org/resource/Majority_Rules!","Majority Rules!",,"Sasha Clements"
"http://dbpedia.org/resource/Max_Q_(film)","Max Q (film)",,"Tasha Smith"
"http://dbpedia.org/resource/Midnight_Special_(film)","Midnight Special (film)",,"Michael Shannon"
"http://dbpedia.org/resource/Mammoth_(2006_film)","Mammoth (2006 film)",,"Tom Skerritt"
"http://dbpedia.org/resource/Mammoth_(2006_film)","Mammoth (2006 film)",,"Summer Glau"
"http://dbpedia.org/resource/Mayday_(UK_TV_series)","Mayday (UK TV series)",,"Peter Firth"
"http://dbpedia.org/resource/Majority_Rules!","Majority Rules!",,"Jackie Richardson"
"http://dbpedia.org/resource/Mayday_(UK_TV_series)","Mayday (UK TV series)",,"Aidan Gillen"
"http://dbpedia.org/resource/Max_Q_(film)","Max Q (film)",,"Geoffrey Blake (actor)"
"http://dbpedia.org/resource/Max_Q_(film)","Max Q (film)",,"Billy Campbell"
"http://dbpedia.org/resource/Mila_(film)","Mila (film)",,"Angelica Panganiban"
"http://dbpedia.org/resource/Monster_House_(Australian_TV_series)","Monster House (Australian TV series)",,"Rebel Wilson"
"http://dbpedia.org/resource/Midnight_Special_(film)","Midnight Special (film)",,"Kirsten Dunst"
"http://dbpedia.org/resource/Meltdown_(2004_film)","Meltdown (2004 film)",,"Bruce Greenwood"
"http://dbpedia.org/resource/Mayday_(UK_TV_series)","Mayday (UK TV series)",,"Lesley Manville"
"http://dbpedia.org/resource/Max_Q_(film)","Max Q (film)",,"Paget Brewster"
"http://dbpedia.org/resource/Majority_Rules!","Majority Rules!",,"Shauna MacDonald"
"http://dbpedia.org/resource/Mayday_(UK_TV_series)","Mayday (UK TV series)",,"Tom Fisher (actor)"
"http://dbpedia.org/resource/Meltdown_(2004_film)","Meltdown (2004 film)",,"Arnold Vosloo"
"http://dbpedia.org/resource/Max_Q_(film)","Max Q (film)",,"Ned Vaughn"
"http://dbpedia.org/resource/Mayday_(UK_TV_series)","Mayday (UK TV series)",,"Leila Mimmack"
"http://dbpedia.org/resource/Mila_(film)","Mila (film)",,"Princess Punzalan"
"http://dbpedia.org/resource/Mila_(film)","Mila (film)",,"Jiro Manio"
"http://dbpedia.org/resource/Midnight_Special_(film)","Midnight Special (film)",,"Adam Driver"
"http://dbpedia.org/resource/Midnight_Special_(film)","Midnight Special (film)",,"Jaeden Lieberher"
"http://dbpedia.org/resource/Majority_Rules!","Majority Rules!",,"Tracy Spiridakos"
"http://dbpedia.org/resource/Man_of_the_People_(TV_series)","Man of the People (TV series)",,"Kate Mulgrew"
"http://dbpedia.org/resource/Meltdown_(2004_film)","Meltdown (2004 film)",,"Leslie Hope"
"http://dbpedia.org/resource/Monsignor_Renard","Monsignor Renard",,"Dominic Monaghan"
"http://dbpedia.org/resource/Midnight_Special_(film)","Midnight Special (film)",,"Joel Edgerton"
"http://dbpedia.org/resource/Mayday_(UK_TV_series)","Mayday (UK TV series)",,"Sam Spruell"
"http://dbpedia.org/resource/Mila_(film)","Mila (film)",,"Luis Alandy"
"http://dbpedia.org/resource/Mayday_(UK_TV_series)","Mayday (UK TV series)",,"Sophie Okenedo"
"http://dbpedia.org/resource/Man_of_the_People_(TV_series)","Man of the People (TV series)",,"James Garner"
"http://dbpedia.org/resource/Midnight_Special_(film)","Midnight Special (film)",,"Sam Shepard"
"http://dbpedia.org/resource/Mammoth_(2006_film)","Mammoth (2006 film)",,"Leila Arcieri"
"http://dbpedia.org/resource/Monster_House_(Australian_TV_series)","Monster House (Australian TV series)",,"Jody Kennedy"
"http://dbpedia.org/resource/Monster_House_(Australian_TV_series)","Monster House (Australian TV series)",,"Celia Ireland"
"http://dbpedia.org/resource/Monster_House_(Australian_TV_series)","Monster House (Australian TV series)",,"Glenn Butcher"
"http://dbpedia.org/resource/Mila_(film)","Mila (film)",,"Serena Dalrymple"
"http://dbpedia.org/resource/My_Best_Friend_(2001_film)","My Best Friend (2001 film)",,"Lakis Lazopoulos"
"http://dbpedia.org/resource/Max_Q_(film)","Max Q (film)",,"Kevin McNulty (actor)"
"http://dbpedia.org/resource/Max_Q_(film)","Max Q (film)",,"Chris Ellis (actor)"
"http://dbpedia.org/resource/Mayday_(UK_TV_series)","Mayday (UK TV series)",,"Peter McDonald (actor)"
"http://dbpedia.org/resource/Mammoth_(2006_film)","Mammoth (2006 film)",,"Vincent Ventresca"
"http://dbpedia.org/resource/Majority_Rules!","Majority Rules!",,"Wesley Morgan"
"http://dbpedia.org/resource/Monsignor_Renard","Monsignor Renard",,"Jimmy Yuill"
"http://dbpedia.org/resource/Monster_House_(Australian_TV_series)","Monster House (Australian TV series)",,"Travis Cotton"
"http://dbpedia.org/resource/Mila_(film)","Mila (film)",,"Piolo Pascual"
"http://dbpedia.org/resource/Mila_(film)","Mila (film)",,"Kaye Abad"
"http://dbpedia.org/resource/Mila_(film)","Mila (film)",,"Cherry Pie Picache"
"http://dbpedia.org/resource/Majority_(film)","Majority (film)",,"Settar Tanrıöğen"
"http://dbpedia.org/resource/My_Best_Friend_(2001_film)","My Best Friend (2001 film)",,"Antonis Kafetzopoulos"
"http://dbpedia.org/resource/Max_Q_(film)","Max Q (film)",,"Christopher John Fields"
"http://dbpedia.org/resource/Max_Q_(film)","Max Q (film)",,"Greg Michaels"
"http://dbpedia.org/resource/New_Orleans_(film)","New Orleans (film)","1947 films","Billie Holiday"
"http://dbpedia.org/resource/Myra_Breckinridge_(film)","Myra Breckinridge (film)","1970 films","John Huston"
"http://dbpedia.org/resource/Naked_City:_Justice_with_a_Bullet","Naked City: Justice with a Bullet","1998 films","Giancarlo Esposito"
"http://dbpedia.org/resource/Narc_(film)","Narc (film)","2002 films","Jason Patric"
"http://dbpedia.org/resource/National_Lampoon's_Barely_Legal","National Lampoon's Barely Legal","2003 films","Tom Arnold (actor)"
"http://dbpedia.org/resource/Newcastle_(film)","Newcastle (film)","2008 films","Xavier Samuel"
"http://dbpedia.org/resource/Mystic_River_(film)","Mystic River (film)","2003 films","Kevin Bacon"
"http://dbpedia.org/resource/New_Orleans_(film)","New Orleans (film)","1947 films","Louis Armstrong"
"http://dbpedia.org/resource/Narc_(film)","Narc (film)","2002 films","Chi McBride"
"http://dbpedia.org/resource/Mystic_River_(film)","Mystic River (film)","2003 films","Marcia Gay Harden"
"http://dbpedia.org/resource/Naked_City:_Justice_with_a_Bullet","Naked City: Justice with a Bullet","1998 films","Kathryn Erbe"
"http://dbpedia.org/resource/National_Lampoon's_Barely_Legal","National Lampoon's Barely Legal","2003 films","Sarah-Jane Potts"
"http://dbpedia.org/resource/Nemesis_4:_Death_Angel","Nemesis 4: Death Angel","1996 films","Andrew Divoff"
"http://dbpedia.org/resource/My_Best_Friend_(2006_film)","My Best Friend (2006 film)","2006 films","Anne Le Ny"
"http://dbpedia.org/resource/Myra_Breckinridge_(film)","Myra Breckinridge (film)","1970 films","Mae West"
"http://dbpedia.org/resource/National_Lampoon's_Barely_Legal","National Lampoon's Barely Legal","2003 films","Amy Smart"
"http://dbpedia.org/resource/Mystic_River_(film)","Mystic River (film)","2003 films","Sean Penn"
"http://dbpedia.org/resource/My_Old_Lady_(film)","My Old Lady (film)","2014 films","Maggie Smith"
"http://dbpedia.org/resource/Mystic_River_(film)","Mystic River (film)","2003 films","Laura Linney"
"http://dbpedia.org/resource/Mystic_River_(film)","Mystic River (film)","2003 films","Tim Robbins"
"http://dbpedia.org/resource/Narc_(film)","Narc (film)","2002 films","Busta Rhymes"
"http://dbpedia.org/resource/Mystic_River_(film)","Mystic River (film)","2003 films","Laurence Fishburne"
"http://dbpedia.org/resource/Myra_Breckinridge_(film)","Myra Breckinridge (film)","1970 films","Raquel Welch"
"http://dbpedia.org/resource/Naked_City:_Justice_with_a_Bullet","Naked City: Justice with a Bullet","1998 films","Robin Tunney"
"http://dbpedia.org/resource/New_Orleans_(film)","New Orleans (film)","1947 films","Woody Herman"
"http://dbpedia.org/resource/Napoléon_II_l'Aiglon","Napoléon II l'Aiglon","1961 films","Jean Marais"
"http://dbpedia.org/resource/National_Lampoon's_Barely_Legal","National Lampoon's Barely Legal","2003 films","Erik von Detten"
"http://dbpedia.org/resource/Newcastle_(film)","Newcastle (film)","2008 films","Reshad Strik"
"http://dbpedia.org/resource/New_Orleans_(film)","New Orleans (film)","1947 films","Dorothy Patrick"
"http://dbpedia.org/resource/National_Lampoon's_Barely_Legal","National Lampoon's Barely Legal","2003 films","Tony Denman"
"http://dbpedia.org/resource/My_Best_Friend_(2006_film)","My Best Friend (2006 film)","2006 films","Dany Boon"
"http://dbpedia.org/resource/My_Old_Lady_(film)","My Old Lady (film)","2014 films","Dominique Pinon"
"http://dbpedia.org/resource/Nemesis_4:_Death_Angel","Nemesis 4: Death Angel","1996 films","Nicholas Guest"
"http://dbpedia.org/resource/Nemesis_4:_Death_Angel","Nemesis 4: Death Angel","1996 films","Sue Price"
"http://dbpedia.org/resource/Naked_City:_Justice_with_a_Bullet","Naked City: Justice with a Bullet","1998 films","Scott Glenn"
"http://dbpedia.org/resource/Newcastle_(film)","Newcastle (film)","2008 films","Shane Jacobson"
"http://dbpedia.org/resource/Myra_Breckinridge_(film)","Myra Breckinridge (film)","1970 films","Farrah Fawcett"
"http://dbpedia.org/resource/My_Old_Lady_(film)","My Old Lady (film)","2014 films","Kevin Kline"
"http://dbpedia.org/resource/Naked_City:_Justice_with_a_Bullet","Naked City: Justice with a Bullet","1998 films","Courtney B. Vance"
"http://dbpedia.org/resource/Myra_Breckinridge_(film)","Myra Breckinridge (film)","1970 films","Rex Reed"
"http://dbpedia.org/resource/National_Lampoon's_Barely_Legal","National Lampoon's Barely Legal","2003 films","Cameron Richardson"
"http://dbpedia.org/resource/New_Orleans_(film)","New Orleans (film)","1947 films","Arturo de Córdova"
"http://dbpedia.org/resource/My_Best_Friend_(2006_film)","My Best Friend (2006 film)","2006 films","Daniel Auteuil"
"http://dbpedia.org/resource/New_Orleans_(film)","New Orleans (film)","1947 films","Marjorie Lord"
"http://dbpedia.org/resource/National_Lampoon's_Barely_Legal","National Lampoon's Barely Legal","2003 films","Riley Smith"
"http://dbpedia.org/resource/Narc_(film)","Narc (film)","2002 films","Ray Liotta"
"http://dbpedia.org/resource/My_Old_Lady_(film)","My Old Lady (film)","2014 films","Kristin Scott Thomas"
"http://dbpedia.org/resource/My_Best_Friend_(2006_film)","My Best Friend (2006 film)","2006 films","Andrée Damant"
"http://dbpedia.org/resource/Napoléon_II_l'Aiglon","Napoléon II l'Aiglon","1961 films","Danièle Gaubert"
"http://dbpedia.org/resource/No_Good_Deed_(2002_film)","No Good Deed (2002 film)","2002 films","Samuel L. Jackson"
"http://dbpedia.org/resource/No_Surrender_(film)","No Surrender (film)","1985 films","Joanne Whalley"
"http://dbpedia.org/resource/Night_Terrors_(film)","Night Terrors (film)","1993 films","Chandra West"
"http://dbpedia.org/resource/No_Surrender_(film)","No Surrender (film)","1985 films","James Ellis (actor)"
"http://dbpedia.org/resource/No_Retreat,_No_Surrender","No Retreat, No Surrender","1986 films","Pete Cunningham (kickboxer)"
"http://dbpedia.org/resource/North_Mountain_(film)","North Mountain (film)","2015 films","Meredith MacNeill"
"http://dbpedia.org/resource/No_Way_Back_(1949_film)","No Way Back (1949 film)","1949 films","Jack Raine"
"http://dbpedia.org/resource/No_Surrender_(film)","No Surrender (film)","1985 films","Bernard Hill"
"http://dbpedia.org/resource/No_Retreat,_No_Surrender","No Retreat, No Surrender","1986 films","Kurt McKinney"
"http://dbpedia.org/resource/No_Way_Back_(1995_film)","No Way Back (1995 film)","1995 films","Etsushi Toyokawa"
"http://dbpedia.org/resource/Nurse_3D","Nurse 3D","2013 films","Katrina Bowden"
"http://dbpedia.org/resource/Newlyweds_(film)","Newlyweds (film)","2011 films","Dara Coleman"
"http://dbpedia.org/resource/No_Way_Back_(1995_film)","No Way Back (1995 film)","1995 films","Russell Crowe"
"http://dbpedia.org/resource/Octane_(film)","Octane (film)","2003 films","Jonathan Rhys Meyers"
"http://dbpedia.org/resource/Night_of_the_Living_Dead:_Darkest_Dawn","Night of the Living Dead: Darkest Dawn","2015 films","Tom Sizemore"
"http://dbpedia.org/resource/Newlyweds_(film)","Newlyweds (film)","2011 films","Caitlin Fitzgerald"
"http://dbpedia.org/resource/No_Surrender_(film)","No Surrender (film)","1985 films","Ray McAnally"
"http://dbpedia.org/resource/Night_of_the_Living_Dead_3D:_Re-Animation","Night of the Living Dead 3D: Re-Animation","2012 films","Andrew Divoff"
"http://dbpedia.org/resource/Night_Terrors_(film)","Night Terrors (film)","1993 films","Juliano Mer-Khamis"
"http://dbpedia.org/resource/Newlyweds_(film)","Newlyweds (film)","2011 films","Kerry Bishé"
"http://dbpedia.org/resource/Nuit_1","Nuit 1","2011 films","Catherine de Léan"
"http://dbpedia.org/resource/Night_Terrors_(film)","Night Terrors (film)","1993 films","Alona Kimhi"
"http://dbpedia.org/resource/No_Way_Back_(1976_film)","No Way Back (1976 film)","1976 films","Fred Williamson"
"http://dbpedia.org/resource/Nikki,_Wild_Dog_of_the_North","Nikki, Wild Dog of the North","1961 films","Jean Coutu (actor)"
"http://dbpedia.org/resource/Night_After_Night_(film)","Night After Night (film)","1932 films","Mae West"
"http://dbpedia.org/resource/Night_of_the_Living_Dead:_Darkest_Dawn","Night of the Living Dead: Darkest Dawn","2015 films","Joseph Pilato"
"http://dbpedia.org/resource/Night_of_the_Living_Dead_3D:_Re-Animation","Night of the Living Dead 3D: Re-Animation","2012 films","Denice Duff"
"http://dbpedia.org/resource/No_Way_Back_(1995_film)","No Way Back (1995 film)","1995 films","Michael Lerner (actor)"
"http://dbpedia.org/resource/No_Retreat,_No_Surrender","No Retreat, No Surrender","1986 films","Jean-Claude Van Damme"
"http://dbpedia.org/resource/No_Way_Back_(1949_film)","No Way Back (1949 film)","1949 films","Eleanor Summerfield"
"http://dbpedia.org/resource/Nurse_(film)","Nurse (film)","1969 films","Jayabharathi"
"http://dbpedia.org/resource/Newlyweds_(film)","Newlyweds (film)","2011 films","Marsha Dietlein"
"http://dbpedia.org/resource/No_Way_Back_(1995_film)","No Way Back (1995 film)","1995 films","Helen Slater"
"http://dbpedia.org/resource/No_Rest_for_the_Wicked_(film)","No Rest for the Wicked (film)","2011 films","José Coronado"
"http://dbpedia.org/resource/Night_of_the_Living_Dead:_Darkest_Dawn","Night of the Living Dead: Darkest Dawn","2015 films","Danielle Harris"
"http://dbpedia.org/resource/Night_of_the_Living_Dead_3D:_Re-Animation","Night of the Living Dead 3D: Re-Animation","2012 films","Jeffrey Combs"
"http://dbpedia.org/resource/No_Good_Deed_(2002_film)","No Good Deed (2002 film)","2002 films","Milla Jovovich"
"http://dbpedia.org/resource/Night_Terrors_(film)","Night Terrors (film)","1993 films","Robert Englund"
"http://dbpedia.org/resource/Nikos_the_Impaler","Nikos the Impaler","2003 films","Felissa Rose"
"http://dbpedia.org/resource/Nikos_the_Impaler","Nikos the Impaler","2003 films","Andreas Schnaas"
"http://dbpedia.org/resource/Newlyweds_(film)","Newlyweds (film)","2011 films","Edward Burns"
"http://dbpedia.org/resource/No_Good_Deed_(2014_film)","No Good Deed (2014 film)","2014 films","Idris Elba"
"http://dbpedia.org/resource/Night_of_the_Living_Dead:_Darkest_Dawn","Night of the Living Dead: Darkest Dawn","2015 films","Alona Tal"
"http://dbpedia.org/resource/Night_After_Night_(film)","Night After Night (film)","1932 films","Constance Cummings"
"http://dbpedia.org/resource/Nocturne_(film)","Nocturne (film)","1946 films","Joseph Pevney"
"http://dbpedia.org/resource/Nurse_(film)","Nurse (film)","1969 films","Bahadoor"
"http://dbpedia.org/resource/Night_of_the_Living_Dead_(1990_film)","Night of the Living Dead (1990 film)","1990 films","Patricia Tallman"
"http://dbpedia.org/resource/Night_of_the_Living_Dead_(1990_film)","Night of the Living Dead (1990 film)","1990 films","Tony Todd"
"http://dbpedia.org/resource/Night_of_the_Living_Dead:_Darkest_Dawn","Night of the Living Dead: Darkest Dawn","2015 films","Tony Todd"
"http://dbpedia.org/resource/Night_After_Night_(film)","Night After Night (film)","1932 films","George Raft"
"http://dbpedia.org/resource/Nocturne_(film)","Nocturne (film)","1946 films","George Raft"
"http://dbpedia.org/resource/No_Surrender_(film)","No Surrender (film)","1985 films","Michael Angelis"
"http://dbpedia.org/resource/Nurse_3D","Nurse 3D","2013 films","Paz de la Huerta"
"http://dbpedia.org/resource/Night_of_the_Living_Dead:_Darkest_Dawn","Night of the Living Dead: Darkest Dawn","2015 films","R. Madhavan"
"http://dbpedia.org/resource/No_Good_Deed_(2002_film)","No Good Deed (2002 film)","2002 films","Stellan Skarsgård"
"http://dbpedia.org/resource/No_Way_Back_(1976_film)","No Way Back (1976 film)","1976 films","Tracy Reed (American actress)"
"http://dbpedia.org/resource/Night_of_the_Living_Dead:_Darkest_Dawn","Night of the Living Dead: Darkest Dawn","2015 films","Sydney Tamiia Poitier"
"http://dbpedia.org/resource/Nikki,_Wild_Dog_of_the_North","Nikki, Wild Dog of the North","1961 films","Émile Genest"
"http://dbpedia.org/resource/Nurse_(film)","Nurse (film)","1969 films","Muthukulam Raghavan Pillai"
"http://dbpedia.org/resource/Nikos_the_Impaler","Nikos the Impaler","2003 films","Joe Zaso"
"http://dbpedia.org/resource/Nocturne_(film)","Nocturne (film)","1946 films","Lynn Bari"
"http://dbpedia.org/resource/Nocturne_(film)","Nocturne (film)","1946 films","Virginia Huston"
"http://dbpedia.org/resource/No_Good_Deed_(2014_film)","No Good Deed (2014 film)","2014 films","Taraji P. Henson"
"http://dbpedia.org/resource/Nurse_3D","Nurse 3D","2013 films","Corbin Bleu"
"http://dbpedia.org/resource/Night_of_the_Living_Dead:_Darkest_Dawn","Night of the Living Dead: Darkest Dawn","2015 films","Bill Moseley"
"http://dbpedia.org/resource/No_Surrender_(film)","No Surrender (film)","1985 films","Pete Price"
"http://dbpedia.org/resource/Night_Terrors_(film)","Night Terrors (film)","1993 films","William Finley (actor)"
"http://dbpedia.org/resource/No_Way_Back_(1976_film)","No Way Back (1976 film)","1976 films","Virginia Gregg"
"http://dbpedia.org/resource/No_Way_Back_(1949_film)","No Way Back (1949 film)","1949 films","Terence De Marney"
"http://dbpedia.org/resource/No_Surrender_(film)","No Surrender (film)","1985 films","Avis Bunnage"
"http://dbpedia.org/resource/Newcastle_(film)","Newcastle (film)","2008 films","Lachlan Buchanan"
"http://dbpedia.org/resource/No_Way_Back_(1949_film)","No Way Back (1949 film)","1949 films","John Salew"
"http://dbpedia.org/resource/No_Way_Back_(1976_film)","No Way Back (1976 film)","1976 films","Stack Pierce"
"http://dbpedia.org/resource/Nurse_(film)","Nurse (film)","1969 films","Thikkurissi Sukumaran Nair"
"http://dbpedia.org/resource/Once_Upon_a_Time_(1944_film)","Once Upon a Time (1944 film)","1944 films","Cary Grant"
"http://dbpedia.org/resource/Once_Upon_a_Time_in_the_West","Once Upon a Time in the West","1968 films","Henry Fonda"
"http://dbpedia.org/resource/Once_Upon_a_Time_(2013_film)","Once Upon a Time (2013 film)","2013 films","Mala Aravindan"
"http://dbpedia.org/resource/Off_the_Record_(film)","Off the Record (film)","1939 films","Alan Baxter (actor)"
"http://dbpedia.org/resource/Office_(2015_Hong_Kong_film)","Office (2015 Hong Kong film)","2015 films","Tang Wei"
"http://dbpedia.org/resource/Off_the_Record_(film)","Off the Record (film)","1939 films","William B. Davidson"
"http://dbpedia.org/resource/Office_(2015_Hong_Kong_film)","Office (2015 Hong Kong film)","2015 films","Chow Yun-fat"
"http://dbpedia.org/resource/One-Eyed_Jacks","One-Eyed Jacks","1961 films","Pina Pellicer"
"http://dbpedia.org/resource/One-Eyed_Jacks","One-Eyed Jacks","1961 films","Marlon Brando"
"http://dbpedia.org/resource/Office_(2015_Hong_Kong_film)","Office (2015 Hong Kong film)","2015 films","Eason Chan"
"http://dbpedia.org/resource/Off_the_Record_(film)","Off the Record (film)","1939 films","Pat O'Brien (actor)"
"http://dbpedia.org/resource/Once_Upon_a_Time_(1944_film)","Once Upon a Time (1944 film)","1944 films","James Gleason"
"http://dbpedia.org/resource/Once_Upon_a_Time_in_the_West","Once Upon a Time in the West","1968 films","Gabriele Ferzetti"
"http://dbpedia.org/resource/Once_Upon_a_Time_(1944_film)","Once Upon a Time (1944 film)","1944 films","Ted Donaldson"
"http://dbpedia.org/resource/Once_Upon_a_Time_(2008_film)","Once Upon a Time (2008 film)","2008 films","Park Yong-woo"
"http://dbpedia.org/resource/Octane_(film)","Octane (film)","2003 films","Madeleine Stowe"
"http://dbpedia.org/resource/One-Eyed_Jacks","One-Eyed Jacks","1961 films","Katy Jurado"
"http://dbpedia.org/resource/Once_Upon_a_Time_(1994_film)","Once Upon a Time (1994 film)","1994 films","Chintara Sukapatana"
"http://dbpedia.org/resource/Office_(2015_Hong_Kong_film)","Office (2015 Hong Kong film)","2015 films","Sylvia Chang"
"http://dbpedia.org/resource/Once_Upon_a_Time_in_the_West","Once Upon a Time in the West","1968 films","Charles Bronson"
"http://dbpedia.org/resource/Once_Upon_a_Time_(2008_film)","Once Upon a Time (2008 film)","2008 films","Lee Bo-young"
"http://dbpedia.org/resource/Once_Upon_a_Time_in_the_West","Once Upon a Time in the West","1968 films","Claudia Cardinale"
"http://dbpedia.org/resource/Off_the_Record_(film)","Off the Record (film)","1939 films","Joan Blondell"
"http://dbpedia.org/resource/Off_the_Record_(film)","Off the Record (film)","1939 films","Bobby Jordan"
"http://dbpedia.org/resource/Once_Upon_a_Time_in_the_West","Once Upon a Time in the West","1968 films","Jason Robards"
"http://dbpedia.org/resource/Once_Upon_a_Time_(1944_film)","Once Upon a Time (1944 film)","1944 films","Janet Blair"
"http://dbpedia.org/resource/Octane_(film)","Octane (film)","2003 films","Bijou Phillips"
"http://dbpedia.org/resource/Once_Upon_a_Time_(1918_film)","Once Upon a Time (1918 film)","1918 films","Dorothy Minto"
"http://dbpedia.org/resource/Once_Upon_a_Time_(2013_film)","Once Upon a Time (2013 film)","2013 films","Salim Kumar"
"http://dbpedia.org/resource/Octane_(film)","Octane (film)","2003 films","Mischa Barton"
"http://dbpedia.org/resource/Okul_(film)","Okul (film)","2004 films","Sinem Kobal"
"http://dbpedia.org/resource/Offerings_(film)","Offerings (film)","1989 films","Tobe Sexton"
"http://dbpedia.org/resource/Okul_(film)","Okul (film)","2004 films","Nehir Erdoğan"
"http://dbpedia.org/resource/Off_the_Record_(film)","Off the Record (film)","1939 films","Morgan Conway"
"http://dbpedia.org/resource/Octane_(film)","Octane (film)","2003 films","Norman Reedus"
