"uri","band_name","member_name","former_member_name","hometown_name","year"
"http://dbpedia.org/resource/Ex-Simple_Minds","Ex-Simple Minds","Owen Paul","Derek Forbes","Glasgow",2009
"http://dbpedia.org/resource/Emergency_Blanket_(band)","Emergency Blanket (band)","Bass guitar","Drum kit",,
"http://dbpedia.org/resource/Emergency_Blanket_(band)","Emergency Blanket (band)","Bass guitar","Drum kit",,
"http://dbpedia.org/resource/Emergency_Blanket_(band)","Emergency Blanket (band)","Drum kit","Drum kit",,
"http://dbpedia.org/resource/Emergency_Blanket_(band)","Emergency Blanket (band)","Drum kit","Drum kit",,
"http://dbpedia.org/resource/Emergency_Blanket_(band)","Emergency Blanket (band)","Singing","Drum kit",,
"http://dbpedia.org/resource/Press_Play_(band)","Press Play (band)","Jonathan Thulin","Sada K.","Los Angeles",2008
"http://dbpedia.org/resource/Pigmy_Love_Circus","Pigmy Love Circus","John Ziegler (guitarist)","Anthony Martinez (drummer)","Los Angeles",1986
"http://dbpedia.org/resource/Kyle_Gass_Band","Kyle Gass Band","Kyle Gass","Nate Rothacker","Los Angeles",2011
"http://dbpedia.org/resource/Noel_Gallagher's_High_Flying_Birds","Noel Gallagher's High Flying Birds","Chris Sharrock","Jeremy Stacey","Manchester",2010
"http://dbpedia.org/resource/Pigmy_Love_Circus","Pigmy Love Circus","Danny Carey","Anthony Martinez (drummer)","Los Angeles",1986
"http://dbpedia.org/resource/Noel_Gallagher's_High_Flying_Birds","Noel Gallagher's High Flying Birds","Noel Gallagher","Jeremy Stacey","Manchester",2010
"http://dbpedia.org/resource/Press_Play_(band)","Press Play (band)","Nicole Croteau","Sada K.","Los Angeles",2008
"http://dbpedia.org/resource/Kyle_Gass_Band","Kyle Gass Band","Mike Bray (musician)","Nate Rothacker","Los Angeles",2011
"http://dbpedia.org/resource/Noel_Gallagher's_High_Flying_Birds","Noel Gallagher's High Flying Birds","The Zutons","Jeremy Stacey","Manchester",2010
"http://dbpedia.org/resource/Kyle_Gass_Band","Kyle Gass Band","John Konesky","Nate Rothacker","Los Angeles",2011
"http://dbpedia.org/resource/Four_Tops","Four Tops","Lawrence Payton","Levi Stubbs","Detroit",1953
"http://dbpedia.org/resource/Four_Tops","Four Tops","Lawrence Payton","Theo Peoples","Detroit",1953
"http://dbpedia.org/resource/Four_Tops","Four Tops","Lawrence Payton","Renaldo Benson","Detroit",1953
"http://dbpedia.org/resource/Four_Tops","Four Tops","Lawrence Payton","Lawrence Payton","Detroit",1953
"http://dbpedia.org/resource/Four_Tops","Four Tops","Ronnie McNeir","Renaldo Benson","Detroit",1953
"http://dbpedia.org/resource/Four_Tops","Four Tops","Ronnie McNeir","Levi Stubbs","Detroit",1953
"http://dbpedia.org/resource/Four_Tops","Four Tops","Ronnie McNeir","Theo Peoples","Detroit",1953
"http://dbpedia.org/resource/Four_Tops","Four Tops","Ronnie McNeir","Lawrence Payton","Detroit",1953
"http://dbpedia.org/resource/Four_Tops","Four Tops","Abdul Fakir","Renaldo Benson","Detroit",1953
"http://dbpedia.org/resource/Four_Tops","Four Tops","Abdul Fakir","Theo Peoples","Detroit",1953
"http://dbpedia.org/resource/Four_Tops","Four Tops","Abdul Fakir","Lawrence Payton","Detroit",1953
"http://dbpedia.org/resource/Four_Tops","Four Tops","Abdul Fakir","Levi Stubbs","Detroit",1953
"http://dbpedia.org/resource/List_of_Supertramp_band_members","List of Supertramp band members","John Helliwell","List of Supertramp band members",,
"http://dbpedia.org/resource/List_of_Train_members","List of Train members","Patrick Monahan","Johnny Colt",,
"http://dbpedia.org/resource/List_of_Supertramp_band_members","List of Supertramp band members","Rick Davies","List of Supertramp band members",,
"http://dbpedia.org/resource/List_of_Supertramp_band_members","List of Supertramp band members","The Gabe Dixon Band","List of Supertramp band members",,
"http://dbpedia.org/resource/List_of_Supertramp_band_members","List of Supertramp band members","Cliff Hugo","List of Supertramp band members",,
"http://dbpedia.org/resource/List_of_Supertramp_band_members","List of Supertramp band members","Lee Thornburg","List of Supertramp band members",,
"http://dbpedia.org/resource/List_of_Supertramp_band_members","List of Supertramp band members","Carl Verheyen","List of Supertramp band members",,
"http://dbpedia.org/resource/List_of_Supertramp_band_members","List of Supertramp band members","Bob Siebenberg","List of Supertramp band members",,
"http://dbpedia.org/resource/List_of_Supertramp_band_members","List of Supertramp band members","Mark Hart","List of Supertramp band members",,
"http://dbpedia.org/resource/List_of_Train_members","List of Train members","Hector Maldonado","Johnny Colt",,
"http://dbpedia.org/resource/List_of_Train_members","List of Train members","Jerry Becker","Johnny Colt",,
"http://dbpedia.org/resource/List_of_Train_members","List of Train members","Drew Shoals","Johnny Colt",,
"http://dbpedia.org/resource/Kanjani_Eight","Kanjani Eight","Ryo Nishikido","Hiroki Uchi","Osaka",2002
"http://dbpedia.org/resource/Kanjani_Eight","Kanjani Eight","Shota Yasuda","Hiroki Uchi","Osaka",2002
"http://dbpedia.org/resource/Kanjani_Eight","Kanjani Eight","Ryuhei Maruyama","Hiroki Uchi","Osaka",2002
"http://dbpedia.org/resource/Kanjani_Eight","Kanjani Eight","Shingo Murakami","Hiroki Uchi","Osaka",2002
"http://dbpedia.org/resource/Kanjani_Eight","Kanjani Eight","Tadayoshi Okura","Hiroki Uchi","Osaka",2002
"http://dbpedia.org/resource/1974_AD","1974 AD","Rohit John Chhetri","Adrian Pradhan","Kathmandu",1994
"http://dbpedia.org/resource/1974_AD","1974 AD","Rohit John Chhetri","Phiroj Shyangden","Kathmandu",1994
"http://dbpedia.org/resource/Kanjani_Eight","Kanjani Eight","You Yokoyama","Hiroki Uchi","Osaka",2002
"http://dbpedia.org/resource/Kanjani_Eight","Kanjani Eight","Subaru Shibutani","Hiroki Uchi","Osaka",2002
"http://dbpedia.org/resource/Barrabás","Barrabás","Iñaki Egaña","Fernando Arbex","Madrid",1971
"http://dbpedia.org/resource/1974_AD","1974 AD","Manoj Kumar KC","Phiroj Shyangden","Kathmandu",1994
"http://dbpedia.org/resource/1974_AD","1974 AD","Manoj Kumar KC","Adrian Pradhan","Kathmandu",1994
"http://dbpedia.org/resource/1974_AD","1974 AD","Sanjay Shrestha","Adrian Pradhan","Kathmandu",1994
"http://dbpedia.org/resource/1974_AD","1974 AD","Sanjay Shrestha","Phiroj Shyangden","Kathmandu",1994
"http://dbpedia.org/resource/Jazz_Is_Dead","Jazz Is Dead","Tom Constanten","Jimmy Herring",,
"http://dbpedia.org/resource/Jazz_Is_Dead","Jazz Is Dead","Tom Constanten","Jeff Sipe",,
"http://dbpedia.org/resource/Jazz_Is_Dead","Jazz Is Dead","Tom Constanten","Billy Cobham",,
"http://dbpedia.org/resource/Jazz_Is_Dead","Jazz Is Dead","Tom Constanten","Kenny Gradney",,
"http://dbpedia.org/resource/Jazz_Is_Dead","Jazz Is Dead","Tom Constanten","T Lavitz",,
"http://dbpedia.org/resource/Jazz_Is_Dead","Jazz Is Dead","Jeff Pevar","Jeff Sipe",,
"http://dbpedia.org/resource/Jazz_Is_Dead","Jazz Is Dead","Jeff Pevar","Billy Cobham",,
"http://dbpedia.org/resource/Jazz_Is_Dead","Jazz Is Dead","Jeff Pevar","T Lavitz",,
"http://dbpedia.org/resource/Jazz_Is_Dead","Jazz Is Dead","Jeff Pevar","Jimmy Herring",,
"http://dbpedia.org/resource/Jazz_Is_Dead","Jazz Is Dead","Jeff Pevar","Kenny Gradney",,
"http://dbpedia.org/resource/Jazz_Is_Dead","Jazz Is Dead","Alphonso Johnson","T Lavitz",,
"http://dbpedia.org/resource/Jazz_Is_Dead","Jazz Is Dead","Alphonso Johnson","Kenny Gradney",,
"http://dbpedia.org/resource/Jazz_Is_Dead","Jazz Is Dead","Alphonso Johnson","Billy Cobham",,
"http://dbpedia.org/resource/Jazz_Is_Dead","Jazz Is Dead","Alphonso Johnson","Jimmy Herring",,
"http://dbpedia.org/resource/Jazz_Is_Dead","Jazz Is Dead","Alphonso Johnson","Jeff Sipe",,
"http://dbpedia.org/resource/JGB_(band)","JGB (band)","Melvin Seals","Donny Baldwin",,
"http://dbpedia.org/resource/JGB_(band)","JGB (band)","Melvin Seals","Ronnie Penque",,
"http://dbpedia.org/resource/JGB_(band)","JGB (band)","Melvin Seals","John Kahn",,
"http://dbpedia.org/resource/JGB_(band)","JGB (band)","Melvin Seals","David Kemper",,
"http://dbpedia.org/resource/Jazz_Is_Dead","Jazz Is Dead","Rod Morgenstein","T Lavitz",,
"http://dbpedia.org/resource/Jazz_Is_Dead","Jazz Is Dead","Rod Morgenstein","Billy Cobham",,
"http://dbpedia.org/resource/Jazz_Is_Dead","Jazz Is Dead","Rod Morgenstein","Jimmy Herring",,
"http://dbpedia.org/resource/Jazz_Is_Dead","Jazz Is Dead","Rod Morgenstein","Kenny Gradney",,
"http://dbpedia.org/resource/Jazz_Is_Dead","Jazz Is Dead","Rod Morgenstein","Jeff Sipe",,
"http://dbpedia.org/resource/Nando_Reis_e_Os_Infernais","Nando Reis e Os Infernais","Alex Veley","Marcos Suzano","Rio de Janeiro",1995
"http://dbpedia.org/resource/Nando_Reis_e_Os_Infernais","Nando Reis e Os Infernais","Alex Veley","Luiz Brasil","Rio de Janeiro",1995
"http://dbpedia.org/resource/Nando_Reis_e_Os_Infernais","Nando Reis e Os Infernais","Alex Veley","Barrett Martin","Rio de Janeiro",1995
"http://dbpedia.org/resource/The_Greg_Kihn_Band","The Greg Kihn Band","Greg Kihn","Dave Carpender","Baltimore",1976
"http://dbpedia.org/resource/The_Greg_Kihn_Band","The Greg Kihn Band","Greg Kihn","Joe Satriani","Baltimore",1976
"http://dbpedia.org/resource/The_Greg_Kihn_Band","The Greg Kihn Band","Greg Kihn","Greg Douglass","Baltimore",1976
"http://dbpedia.org/resource/The_Greg_Kihn_Band","The Greg Kihn Band","Greg Kihn","Larry Lynch","Baltimore",1976
"http://dbpedia.org/resource/The_Greg_Kihn_Band","The Greg Kihn Band","Greg Kihn","Gary Phillips (keyboardist)","Baltimore",1976
"http://dbpedia.org/resource/The_Greg_Kihn_Band","The Greg Kihn Band","Greg Kihn","Steve Wright (bassist)","Baltimore",1976
"http://dbpedia.org/resource/Nando_Reis_e_Os_Infernais","Nando Reis e Os Infernais","Nando Reis","Barrett Martin","Rio de Janeiro",1995
"http://dbpedia.org/resource/Nando_Reis_e_Os_Infernais","Nando Reis e Os Infernais","Nando Reis","Marcos Suzano","Rio de Janeiro",1995
"http://dbpedia.org/resource/Nando_Reis_e_Os_Infernais","Nando Reis e Os Infernais","Nando Reis","Luiz Brasil","Rio de Janeiro",1995
"http://dbpedia.org/resource/The_Rockin'_Berries","The Rockin' Berries","Geoff Turton","Jimmy Powell (singer)",,
"http://dbpedia.org/resource/The_Rockin'_Berries","The Rockin' Berries","Rick Price (bassist)","Jimmy Powell (singer)",,
"http://dbpedia.org/resource/Raw_Glory","Raw Glory","Paul Manzi","Mick Underwood",,
"http://dbpedia.org/resource/Raw_Glory","Raw Glory","Les Binks","Mick Underwood",,
"http://dbpedia.org/resource/The_Flying_Padovanis","The Flying Padovanis","Henry Padovani","Glen Matlock",,
"http://dbpedia.org/resource/The_Heart_Attacks","The Heart Attacks","Vocalist","Bass guitar",,
"http://dbpedia.org/resource/The_Heart_Attacks","The Heart Attacks","Vocalist","Drum kit",,
"http://dbpedia.org/resource/Momoiro_Clover_Z","Momoiro Clover Z","Reni Takagi","Akari Hayami",,
"http://dbpedia.org/resource/The_Heart_Attacks","The Heart Attacks","Bass guitar","Drum kit",,
"http://dbpedia.org/resource/The_Heart_Attacks","The Heart Attacks","Bass guitar","Bass guitar",,
"http://dbpedia.org/resource/The_Heart_Attacks","The Heart Attacks","Drum kit","Drum kit",,
"http://dbpedia.org/resource/The_Heart_Attacks","The Heart Attacks","Drum kit","Bass guitar",,
"http://dbpedia.org/resource/The_Heart_Attacks","The Heart Attacks","Rhythm guitar","Bass guitar",,
"http://dbpedia.org/resource/The_Heart_Attacks","The Heart Attacks","Rhythm guitar","Drum kit",,
"http://dbpedia.org/resource/Momoiro_Clover_Z","Momoiro Clover Z","Shiori Tamai","Akari Hayami",,
"http://dbpedia.org/resource/Momoiro_Clover_Z","Momoiro Clover Z","Ayaka Sasaki","Akari Hayami",,
"http://dbpedia.org/resource/Momoiro_Clover_Z","Momoiro Clover Z","Kanako Momota","Akari Hayami",,
"http://dbpedia.org/resource/Momoiro_Clover_Z","Momoiro Clover Z","Momoka Ariyasu","Akari Hayami",,
"http://dbpedia.org/resource/The_Heart_Attacks","The Heart Attacks","Lead guitar","Bass guitar",,
"http://dbpedia.org/resource/The_Heart_Attacks","The Heart Attacks","Lead guitar","Drum kit",,
"http://dbpedia.org/resource/DumDum_Boys","DumDum Boys","Hans Olav Jonsen","Persi Iveland","Trondheim",1985
"http://dbpedia.org/resource/Crvena_jabuka","Crvena jabuka","Dražen Žerić","Dražen Ričl","Sarajevo",1985
"http://dbpedia.org/resource/Crvena_jabuka","Crvena jabuka","Dražen Žerić","Aljoša Buha","Sarajevo",1985
"http://dbpedia.org/resource/Crvena_jabuka","Crvena jabuka","Dražen Žerić","Dražen Ričl","Zagreb",1985
"http://dbpedia.org/resource/Crvena_jabuka","Crvena jabuka","Dražen Žerić","Aljoša Buha","Zagreb",1985
"http://dbpedia.org/resource/DumDum_Boys","DumDum Boys","Prepple Houmb","Persi Iveland","Trondheim",1985
"http://dbpedia.org/resource/DumDum_Boys","DumDum Boys","Aslak Dørum","Persi Iveland","Trondheim",1985
"http://dbpedia.org/resource/DumDum_Boys","DumDum Boys","Kjartan Kristiansen","Persi Iveland","Trondheim",1985
"http://dbpedia.org/resource/Crvena_jabuka","Crvena jabuka","Darko Jelčić","Aljoša Buha","Sarajevo",1985
"http://dbpedia.org/resource/Crvena_jabuka","Crvena jabuka","Darko Jelčić","Dražen Ričl","Sarajevo",1985
"http://dbpedia.org/resource/Crvena_jabuka","Crvena jabuka","Darko Jelčić","Aljoša Buha","Zagreb",1985
"http://dbpedia.org/resource/Crvena_jabuka","Crvena jabuka","Darko Jelčić","Dražen Ričl","Zagreb",1985
"http://dbpedia.org/resource/Stiltskin","Stiltskin","Ray Wilson (musician)","Nir Zidkyahu",,
"http://dbpedia.org/resource/Stiltskin","Stiltskin","Ray Wilson (musician)","Irvin Duguid",,
"http://dbpedia.org/resource/Stiltskin","Stiltskin","Ray Wilson (musician)","Aubrey Nunn",,
"http://dbpedia.org/resource/Stiltskin","Stiltskin","Lawrie MacMillan","Nir Zidkyahu",,
"http://dbpedia.org/resource/Stiltskin","Stiltskin","Lawrie MacMillan","Aubrey Nunn",,
"http://dbpedia.org/resource/Stiltskin","Stiltskin","Lawrie MacMillan","Irvin Duguid",,
"http://dbpedia.org/resource/Love_as_Laughter","Love as Laughter","Andy Macleod","Leslie Hardy",,
"http://dbpedia.org/resource/Sort_Sol","Sort Sol","Steen Jørgensen","Peter Peter (Danish musician)",,
"http://dbpedia.org/resource/JD_Wilkes_&_The_Dirt_Daubers","JD Wilkes & The Dirt Daubers","JD Wilkes","Mark Robertson (bassist)","Paducah, Kentucky",2009
"http://dbpedia.org/resource/List_of_Genesis_band_members","List of Genesis band members","Tony Banks (musician)","John Silver (musician)",,
"http://dbpedia.org/resource/List_of_Genesis_band_members","List of Genesis band members","Tony Banks (musician)","Steve Hackett",,
"http://dbpedia.org/resource/List_of_Genesis_band_members","List of Genesis band members","Tony Banks (musician)","Mick Barnard",,
"http://dbpedia.org/resource/List_of_Genesis_band_members","List of Genesis band members","Tony Banks (musician)","Peter Gabriel",,
"http://dbpedia.org/resource/List_of_Genesis_band_members","List of Genesis band members","Tony Banks (musician)","Anthony Phillips",,
"http://dbpedia.org/resource/List_of_Genesis_band_members","List of Genesis band members","Tony Banks (musician)","John Mayhew (musician)",,
"http://dbpedia.org/resource/List_of_Genesis_band_members","List of Genesis band members","Tony Banks (musician)","Ray Wilson (musician)",,
"http://dbpedia.org/resource/List_of_Genesis_band_members","List of Genesis band members","Tony Banks (musician)","Chris Stewart (author)",,
"http://dbpedia.org/resource/No_Atlas","No Atlas","Drums","Bass (guitar)",,
"http://dbpedia.org/resource/No_Atlas","No Atlas","Drums","Vocals",,
"http://dbpedia.org/resource/No_Atlas","No Atlas","Guitar","Bass (guitar)",,
"http://dbpedia.org/resource/No_Atlas","No Atlas","Guitar","Vocals",,
"http://dbpedia.org/resource/The_Balham_Alligators","The Balham Alligators","Paul Riley (musician)","Ron Kavana",,
"http://dbpedia.org/resource/List_of_Genesis_band_members","List of Genesis band members","Mike Rutherford","Anthony Phillips",,
"http://dbpedia.org/resource/List_of_Genesis_band_members","List of Genesis band members","Mike Rutherford","John Silver (musician)",,
"http://dbpedia.org/resource/List_of_Genesis_band_members","List of Genesis band members","Mike Rutherford","Ray Wilson (musician)",,
"http://dbpedia.org/resource/List_of_Genesis_band_members","List of Genesis band members","Mike Rutherford","Mick Barnard",,
"http://dbpedia.org/resource/List_of_Genesis_band_members","List of Genesis band members","Mike Rutherford","Chris Stewart (author)",,
"http://dbpedia.org/resource/List_of_Genesis_band_members","List of Genesis band members","Mike Rutherford","Steve Hackett",,
"http://dbpedia.org/resource/List_of_Genesis_band_members","List of Genesis band members","Mike Rutherford","Peter Gabriel",,
"http://dbpedia.org/resource/List_of_Genesis_band_members","List of Genesis band members","Mike Rutherford","John Mayhew (musician)",,
"http://dbpedia.org/resource/List_of_Genesis_band_members","List of Genesis band members","Phil Collins","John Mayhew (musician)",,
"http://dbpedia.org/resource/List_of_Genesis_band_members","List of Genesis band members","Phil Collins","Chris Stewart (author)",,
"http://dbpedia.org/resource/List_of_Genesis_band_members","List of Genesis band members","Phil Collins","Ray Wilson (musician)",,
"http://dbpedia.org/resource/List_of_Genesis_band_members","List of Genesis band members","Phil Collins","John Silver (musician)",,
"http://dbpedia.org/resource/List_of_Genesis_band_members","List of Genesis band members","Phil Collins","Anthony Phillips",,
"http://dbpedia.org/resource/List_of_Genesis_band_members","List of Genesis band members","Phil Collins","Mick Barnard",,
"http://dbpedia.org/resource/List_of_Genesis_band_members","List of Genesis band members","Phil Collins","Peter Gabriel",,
"http://dbpedia.org/resource/List_of_Genesis_band_members","List of Genesis band members","Phil Collins","Steve Hackett",,
"http://dbpedia.org/resource/The_Balham_Alligators","The Balham Alligators","Geraint Watkins","Ron Kavana",,
"http://dbpedia.org/resource/No_Atlas","No Atlas","Vocals","Vocals",,
"http://dbpedia.org/resource/No_Atlas","No Atlas","Vocals","Bass (guitar)",,
"http://dbpedia.org/resource/An_Albatross","An Albatross","Kyle Fisher","Christopher Abbott",,
"http://dbpedia.org/resource/Lir_(band)","Lir (band)","Johnny Boyle","David Hopkins (musician)","Dublin",90
"http://dbpedia.org/resource/Bikeride","Bikeride","Adam Deibert","Charles Gray (musician)","Long Beach, California",1994
"http://dbpedia.org/resource/Lir_(band)","Lir (band)","Rob Malone","David Hopkins (musician)","Dublin",90
"http://dbpedia.org/resource/Dare_(band)","Dare (band)","Darren Wharton","Brian Cox (physicist)",,
"http://dbpedia.org/resource/Dare_(band)","Dare (band)","Vinny Burns","Brian Cox (physicist)",,
"http://dbpedia.org/resource/Golden_Smog","Golden Smog","Gary Louris","Jody Stephens","Minneapolis",1989
"http://dbpedia.org/resource/Golden_Smog","Golden Smog","Gary Louris","Jeff Tweedy","Minneapolis",1989
"http://dbpedia.org/resource/Golden_Smog","Golden Smog","Gary Louris","Chris Mars","Minneapolis",1989
"http://dbpedia.org/resource/Scandal_(American_band)","Scandal (American band)","Patty Smyth","Kasim Sulton","New York City",1981
"http://dbpedia.org/resource/Scandal_(American_band)","Scandal (American band)","Patty Smyth","Frankie LaRocka","New York City",1981
"http://dbpedia.org/resource/Scandal_(American_band)","Scandal (American band)","Patty Smyth","Thommy Price","New York City",1981
"http://dbpedia.org/resource/Scandal_(American_band)","Scandal (American band)","Patty Smyth","Jon Bon Jovi","New York City",1981
"http://dbpedia.org/resource/Golden_Smog","Golden Smog","Dan Murphy (musician)","Jeff Tweedy","Minneapolis",1989
"http://dbpedia.org/resource/Golden_Smog","Golden Smog","Dan Murphy (musician)","Jody Stephens","Minneapolis",1989
"http://dbpedia.org/resource/Golden_Smog","Golden Smog","Dan Murphy (musician)","Chris Mars","Minneapolis",1989
"http://dbpedia.org/resource/Golden_Smog","Golden Smog","Marc Perlman","Jeff Tweedy","Minneapolis",1989
"http://dbpedia.org/resource/Golden_Smog","Golden Smog","Marc Perlman","Chris Mars","Minneapolis",1989
"http://dbpedia.org/resource/Golden_Smog","Golden Smog","Marc Perlman","Jody Stephens","Minneapolis",1989
"http://dbpedia.org/resource/Pat_McGee_Band","Pat McGee Band","Brian Fechino","Todd Wright (musician)","Richmond, Virginia",1996
"http://dbpedia.org/resource/Pat_McGee_Band","Pat McGee Band","Brian Fechino","Chris Williams (drummer)","Richmond, Virginia",1996
"http://dbpedia.org/resource/Pat_McGee_Band","Pat McGee Band","Pat McGee (musician)","Chris Williams (drummer)","Richmond, Virginia",1996
"http://dbpedia.org/resource/Pat_McGee_Band","Pat McGee Band","Pat McGee (musician)","Todd Wright (musician)","Richmond, Virginia",1996
"http://dbpedia.org/resource/Pat_McGee_Band","Pat McGee Band","Jonathan Williams (pianist)","Chris Williams (drummer)","Richmond, Virginia",1996
"http://dbpedia.org/resource/Pat_McGee_Band","Pat McGee Band","Jonathan Williams (pianist)","Todd Wright (musician)","Richmond, Virginia",1996
"http://dbpedia.org/resource/List_of_Boston_band_members","List of Boston band members","Tom Scholz","Fran Sheehan",,
"http://dbpedia.org/resource/List_of_Boston_band_members","List of Boston band members","Tom Scholz","Anton Cosmo",,
"http://dbpedia.org/resource/List_of_Boston_band_members","List of Boston band members","Tom Scholz","Fran Cosmo",,
"http://dbpedia.org/resource/List_of_Boston_band_members","List of Boston band members","Tom Scholz","Kimberley Dahme",,
"http://dbpedia.org/resource/List_of_Boston_band_members","List of Boston band members","Tom Scholz","Michael Sweet",,
"http://dbpedia.org/resource/List_of_Boston_band_members","List of Boston band members","Tom Scholz","Sib Hashian",,
"http://dbpedia.org/resource/List_of_Boston_band_members","List of Boston band members","Tom Scholz","Brad Delp",,
"http://dbpedia.org/resource/List_of_Boston_band_members","List of Boston band members","Tom Scholz","Barry Goudreau",,
"http://dbpedia.org/resource/Maktub","Maktub","Reggie Watts","Alex Veley",,
"http://dbpedia.org/resource/List_of_Boston_band_members","List of Boston band members","Gary Pihl","Fran Sheehan",,
"http://dbpedia.org/resource/List_of_Boston_band_members","List of Boston band members","Gary Pihl","Anton Cosmo",,
"http://dbpedia.org/resource/List_of_Boston_band_members","List of Boston band members","Gary Pihl","Fran Cosmo",,
"http://dbpedia.org/resource/List_of_Boston_band_members","List of Boston band members","Gary Pihl","Kimberley Dahme",,
"http://dbpedia.org/resource/List_of_Boston_band_members","List of Boston band members","Gary Pihl","Michael Sweet",,
"http://dbpedia.org/resource/List_of_Boston_band_members","List of Boston band members","Gary Pihl","Sib Hashian",,
"http://dbpedia.org/resource/List_of_Boston_band_members","List of Boston band members","Gary Pihl","Brad Delp",,
"http://dbpedia.org/resource/List_of_Boston_band_members","List of Boston band members","Gary Pihl","Barry Goudreau",,
"http://dbpedia.org/resource/List_of_Boston_band_members","List of Boston band members","Tracy Ferrie","Fran Sheehan",,
"http://dbpedia.org/resource/List_of_Boston_band_members","List of Boston band members","Tracy Ferrie","Anton Cosmo",,
"http://dbpedia.org/resource/List_of_Boston_band_members","List of Boston band members","Tracy Ferrie","Fran Cosmo",,
"http://dbpedia.org/resource/List_of_Boston_band_members","List of Boston band members","Tracy Ferrie","Kimberley Dahme",,
"http://dbpedia.org/resource/List_of_Boston_band_members","List of Boston band members","Tracy Ferrie","Michael Sweet",,
"http://dbpedia.org/resource/List_of_Boston_band_members","List of Boston band members","Tracy Ferrie","Sib Hashian",,
"http://dbpedia.org/resource/List_of_Boston_band_members","List of Boston band members","Tracy Ferrie","Brad Delp",,
"http://dbpedia.org/resource/List_of_Boston_band_members","List of Boston band members","Tracy Ferrie","Barry Goudreau",,
"http://dbpedia.org/resource/Stephen_Kellogg_and_the_Sixers","Stephen Kellogg and the Sixers","Stephen Kellogg","Kyle Riabko",,
"http://dbpedia.org/resource/Mint_Condition","Mint Condition","Stokley Williams","Keri Lewis",,
"http://dbpedia.org/resource/List_of_Boston_band_members","List of Boston band members","Tommy DeCarlo","Fran Sheehan",,
"http://dbpedia.org/resource/List_of_Boston_band_members","List of Boston band members","Tommy DeCarlo","Anton Cosmo",,
"http://dbpedia.org/resource/List_of_Boston_band_members","List of Boston band members","Tommy DeCarlo","Fran Cosmo",,
"http://dbpedia.org/resource/List_of_Boston_band_members","List of Boston band members","Tommy DeCarlo","Kimberley Dahme",,
"http://dbpedia.org/resource/List_of_Boston_band_members","List of Boston band members","Tommy DeCarlo","Michael Sweet",,
"http://dbpedia.org/resource/List_of_Boston_band_members","List of Boston band members","Tommy DeCarlo","Sib Hashian",,
"http://dbpedia.org/resource/List_of_Boston_band_members","List of Boston band members","Tommy DeCarlo","Brad Delp",,
"http://dbpedia.org/resource/List_of_Boston_band_members","List of Boston band members","Tommy DeCarlo","Barry Goudreau",,
"http://dbpedia.org/resource/List_of_Boston_band_members","List of Boston band members","Jeff Neal","Fran Sheehan",,
"http://dbpedia.org/resource/List_of_Boston_band_members","List of Boston band members","Jeff Neal","Anton Cosmo",,
"http://dbpedia.org/resource/List_of_Boston_band_members","List of Boston band members","Jeff Neal","Fran Cosmo",,
"http://dbpedia.org/resource/List_of_Boston_band_members","List of Boston band members","Jeff Neal","Kimberley Dahme",,
"http://dbpedia.org/resource/List_of_Boston_band_members","List of Boston band members","Jeff Neal","Michael Sweet",,
"http://dbpedia.org/resource/List_of_Boston_band_members","List of Boston band members","Jeff Neal","Sib Hashian",,
"http://dbpedia.org/resource/List_of_Boston_band_members","List of Boston band members","Jeff Neal","Brad Delp",,
"http://dbpedia.org/resource/List_of_Boston_band_members","List of Boston band members","Jeff Neal","Barry Goudreau",,
"http://dbpedia.org/resource/The_New_Power_Generation","The New Power Generation","Ida Kristine Nielsen","Tommy Barbarella","Minneapolis",1990
"http://dbpedia.org/resource/The_New_Power_Generation","The New Power Generation","Ida Kristine Nielsen","Levi Seacer, Jr.","Minneapolis",1990
"http://dbpedia.org/resource/The_New_Power_Generation","The New Power Generation","Ida Kristine Nielsen","Mayte Garcia","Minneapolis",1990
"http://dbpedia.org/resource/The_New_Power_Generation","The New Power Generation","Ida Kristine Nielsen","Frederic Yonnet","Minneapolis",1990
"http://dbpedia.org/resource/The_New_Power_Generation","The New Power Generation","Ida Kristine Nielsen","Sonny T.","Minneapolis",1990
"http://dbpedia.org/resource/The_New_Power_Generation","The New Power Generation","Ida Kristine Nielsen","Prince (musician)","Minneapolis",1990
"http://dbpedia.org/resource/The_New_Power_Generation","The New Power Generation","Ida Kristine Nielsen","Michael Bland","Minneapolis",1990
"http://dbpedia.org/resource/The_New_Power_Generation","The New Power Generation","Ida Kristine Nielsen","Rosie Gaines","Minneapolis",1990
"http://dbpedia.org/resource/The_New_Power_Generation","The New Power Generation","Ida Kristine Nielsen","Tony M.","Minneapolis",1990
"http://dbpedia.org/resource/The_New_Power_Generation","The New Power Generation","Cassandra O'Neal","Tommy Barbarella","Minneapolis",1990
"http://dbpedia.org/resource/The_New_Power_Generation","The New Power Generation","Cassandra O'Neal","Tony M.","Minneapolis",1990
"http://dbpedia.org/resource/The_New_Power_Generation","The New Power Generation","Cassandra O'Neal","Prince (musician)","Minneapolis",1990
"http://dbpedia.org/resource/The_New_Power_Generation","The New Power Generation","Cassandra O'Neal","Sonny T.","Minneapolis",1990
"http://dbpedia.org/resource/The_New_Power_Generation","The New Power Generation","Cassandra O'Neal","Levi Seacer, Jr.","Minneapolis",1990
